gpu_name,year,shader_cores,memory_bandwidth,boost_clock,tdp,transistors,process_nm,die_size
gt 520m,2024.0,48.0,12.8,1250.0,12.0,585.0,40.0,116.0
gt 520m,2024.0,48.0,12.8,1250.0,12.0,292.0,40.0,79.0
gt 520mx,2024.0,48.0,14.4,1250.0,20.0,292.0,40.0,79.0
gt 525m,2024.0,96.0,28.8,1250.0,23.0,585.0,40.0,116.0
gt 525m,2024.0,96.0,28.8,1250.0,23.0,585.0,40.0,116.0
gt 530 oem,2024.0,96.0,28.8,1250.0,50.0,585.0,40.0,116.0
gt 540m,2024.0,96.0,28.8,1250.0,35.0,585.0,40.0,116.0
gt 545,2024.0,144.0,38.4,1250.0,70.0,1.0,40.0,238.0
gt 545 oem,2024.0,144.0,64.0,1250.0,105.0,1.0,40.0,238.0
gt 550m,2024.0,96.0,28.8,1250.0,35.0,585.0,40.0,116.0
gt 550m,2024.0,96.0,28.8,1250.0,35.0,585.0,40.0,116.0
gt 555m,2024.0,96.0,50.24,1250.0,35.0,585.0,40.0,116.0
gt 555m,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 555m,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 555m 3 gb,2024.0,144.0,43.2,1250.0,35.0,1.0,40.0,238.0
gts 450 rev 2,2024.0,192.0,57.73,1250.0,106.0,1.0,40.0,238.0
gtx 460 v2,2024.0,336.0,96.19,1250.0,160.0,1.0,40.0,332.0
gtx 460 v2 es,2024.0,336.0,128.3,1250.0,160.0,1.0,40.0,332.0
gtx 460 x2,2024.0,336.0,115.2,1250.0,160.0,1.0,40.0,332.0
gtx 485m,2024.0,384.0,96.0,1250.0,100.0,1.0,40.0,332.0
gtx 550 ti,2024.0,192.0,98.5,1250.0,116.0,1.0,40.0,238.0
gtx 555 oem,2024.0,288.0,91.87,1250.0,150.0,1.0,40.0,332.0
gtx 560,2024.0,336.0,128.0,1250.0,150.0,1.0,40.0,332.0
gtx 560 oem,2024.0,384.0,128.3,1250.0,150.0,3.0,40.0,520.0
gtx 560 ti,2024.0,384.0,128.3,1250.0,170.0,1.0,40.0,332.0
gtx 560 ti 448,2024.0,448.0,152.0,1250.0,210.0,3.0,40.0,520.0
gtx 560 ti oem,2024.0,384.0,128.3,1250.0,170.0,1.0,40.0,332.0
gtx 560 ti oem,2024.0,352.0,121.6,1250.0,210.0,3.0,40.0,520.0
gtx 560 ti x2,2024.0,384.0,128.3,1250.0,170.0,1.0,40.0,332.0
gtx 560m,2024.0,192.0,60.0,1250.0,75.0,1.0,40.0,238.0
gtx 570m,2024.0,336.0,72.0,1250.0,75.0,1.0,40.0,332.0
gtx 580 rev 2,2024.0,512.0,192.4,1250.0,244.0,3.0,40.0,520.0
gtx 580m,2024.0,384.0,96.0,1250.0,100.0,1.0,40.0,332.0
gtx 590,2024.0,512.0,164.0,1250.0,365.0,3.0,40.0,520.0
nvs 300,2024.0,16.0,12.64,1250.0,18.0,260.0,40.0,57.0
nvs 4200m,2024.0,48.0,12.8,1250.0,25.0,292.0,40.0,79.0
quadro 1000m,2024.0,96.0,28.8,1250.0,45.0,585.0,40.0,116.0
quadro 2000d,2024.0,192.0,41.6,1250.0,62.0,1.0,40.0,238.0
quadro 2000m,2024.0,192.0,28.8,1250.0,55.0,1.0,40.0,238.0
quadro 3000m,2024.0,240.0,80.0,1250.0,75.0,1.0,40.0,332.0
quadro 3000m x2,2024.0,240.0,80.0,1250.0,150.0,1.0,40.0,332.0
quadro 400,2024.0,48.0,12.32,1250.0,32.0,486.0,40.0,100.0
quadro 4000 mac edition,2024.0,256.0,89.86,1250.0,142.0,3.0,40.0,529.0
quadro 4000m,2024.0,336.0,80.0,1250.0,100.0,1.0,40.0,332.0
quadro 5000,2024.0,352.0,120.0,1250.0,152.0,3.0,40.0,529.0
quadro 5000 sdi,2024.0,352.0,120.0,1250.0,172.0,3.0,40.0,529.0
quadro 500m,2024.0,96.0,25.6,1250.0,35.0,585.0,40.0,116.0
quadro 5010m,2024.0,384.0,83.2,1250.0,100.0,3.0,40.0,520.0
quadro 6000 sdi,2024.0,448.0,143.4,1250.0,231.0,3.0,40.0,529.0
quadro plex 7000,2024.0,512.0,144.0,1250.0,600.0,3.0,40.0,520.0
tegra 3 gpu,2024.0,480.0,5.336,520.0,20.0,10.0,40.0,80.0
tesla c2050,2024.0,448.0,144.0,1250.0,238.0,3.0,40.0,529.0
tesla c2070,2024.0,448.0,143.4,1250.0,238.0,3.0,40.0,529.0
tesla c2075,2024.0,448.0,150.3,1250.0,247.0,3.0,40.0,520.0
tesla c2090,2024.0,512.0,177.4,1250.0,250.0,3.0,40.0,520.0
tesla m2050,2024.0,448.0,148.4,1250.0,225.0,3.0,40.0,529.0
tesla m2070,2024.0,448.0,150.3,1250.0,225.0,3.0,40.0,529.0
tesla m2070 q,2024.0,448.0,150.3,1250.0,225.0,3.0,40.0,529.0
tesla m2075,2024.0,448.0,150.3,1250.0,225.0,3.0,40.0,520.0
tesla m2090,2024.0,512.0,177.4,1250.0,250.0,3.0,40.0,520.0
tesla s2050,2024.0,448.0,148.4,1250.0,900.0,3.0,40.0,529.0
tesla x2070,2024.0,448.0,177.4,1250.0,225.0,3.0,40.0,529.0
tesla x2090,2024.0,512.0,177.4,1250.0,225.0,3.0,40.0,520.0
605 oem,2024.0,48.0,14.35,1250.0,25.0,292.0,40.0,79.0
615 oem,2024.0,48.0,28.8,1250.0,49.0,585.0,40.0,116.0
620m,2024.0,96.0,14.4,1250.0,15.0,585.0,28.0,116.0
9400 gt rev 3,2024.0,16.0,9.6,1250.0,50.0,260.0,40.0,57.0
gt 520 oem,2024.0,48.0,8.0,1250.0,29.0,292.0,40.0,79.0
gt 520 oem,2024.0,48.0,10.67,1250.0,29.0,585.0,40.0,116.0
gt 550m,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 555m 2 gb,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 555m 3 gb,2024.0,144.0,43.2,1250.0,35.0,1.0,40.0,238.0
gt 610,2024.0,48.0,14.37,1250.0,29.0,292.0,40.0,79.0
gt 610 oem,2024.0,48.0,8.0,1250.0,29.0,292.0,40.0,79.0
gt 610 pci,2024.0,48.0,10.67,1250.0,29.0,292.0,40.0,79.0
gt 610 pcie x1,2024.0,48.0,8.0,1250.0,29.0,292.0,40.0,79.0
gt 620,2024.0,96.0,14.4,1250.0,49.0,585.0,40.0,116.0
gt 620 oem,2024.0,48.0,14.37,1250.0,30.0,292.0,40.0,79.0
gt 620m,2024.0,96.0,14.4,1250.0,15.0,585.0,28.0,116.0
gt 620m,2024.0,96.0,28.8,1250.0,15.0,585.0,40.0,116.0
gt 625m,2024.0,96.0,12.8,1250.0,15.0,585.0,28.0,116.0
gt 630,2024.0,96.0,28.8,1250.0,65.0,585.0,40.0,116.0
gt 630 oem,2024.0,192.0,28.51,1250.0,50.0,1.0,28.0,118.0
gt 630m,2024.0,96.0,64.0,1250.0,33.0,585.0,28.0,116.0
gt 630m,2024.0,96.0,14.4,1250.0,33.0,585.0,40.0,116.0
gt 630m,2024.0,96.0,14.4,1250.0,33.0,585.0,40.0,116.0
gt 635m,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 635m,2024.0,144.0,28.8,1250.0,35.0,1.0,40.0,238.0
gt 635m,2024.0,96.0,28.8,1250.0,35.0,585.0,40.0,116.0
gt 635m,2024.0,96.0,28.8,1250.0,33.0,585.0,40.0,116.0
gt 640,2024.0,384.0,28.51,1250.0,65.0,1.0,28.0,118.0
gt 640 oem,2024.0,384.0,28.51,1250.0,50.0,1.0,28.0,118.0
gt 640 oem rebrand,2024.0,144.0,38.4,1250.0,75.0,1.0,40.0,238.0
gt 640m,2024.0,384.0,28.8,709.0,32.0,1.0,28.0,118.0
gt 640m le,2024.0,384.0,28.8,570.0,20.0,1.0,28.0,118.0
gt 640m le,2024.0,96.0,50.24,1250.0,32.0,585.0,40.0,116.0
gt 645 oem,2024.0,288.0,91.87,1250.0,102.0,1.0,40.0,332.0
gt 645m,2024.0,384.0,28.8,780.0,32.0,1.0,28.0,118.0
gt 650m,2024.0,384.0,28.8,950.0,45.0,1.0,28.0,118.0
gt 650m mac edition,2024.0,384.0,80.26,900.0,45.0,1.0,28.0,118.0
gts 450 rev 3,2024.0,144.0,22.4,1250.0,106.0,1.0,40.0,238.0
gtx 560 se,2024.0,288.0,91.87,1250.0,150.0,1.0,40.0,332.0
gtx 650,2024.0,384.0,80.0,1250.0,65.0,1.0,28.0,118.0
gtx 650 ti,2024.0,768.0,86.4,1250.0,110.0,2.0,28.0,221.0
gtx 660,2024.0,960.0,144.2,1032.0,140.0,2.0,28.0,221.0
gtx 660 oem,2024.0,1152.0,179.2,888.0,130.0,3.0,28.0,294.0
gtx 660 oem,2024.0,1152.0,134.4,888.0,130.0,3.0,28.0,294.0
gtx 660 ti,2024.0,1344.0,144.2,980.0,150.0,3.0,28.0,294.0
gtx 660m,2024.0,384.0,80.0,950.0,50.0,1.0,28.0,118.0
gtx 670,2024.0,1344.0,192.3,980.0,170.0,3.0,28.0,294.0
gtx 670m,2024.0,336.0,72.0,1250.0,75.0,1.0,40.0,332.0
gtx 670mx,2024.0,960.0,67.2,601.0,75.0,3.0,28.0,294.0
gtx 675m,2024.0,384.0,96.0,1250.0,100.0,1.0,40.0,332.0
gtx 675mx,2024.0,960.0,115.2,1250.0,100.0,3.0,28.0,294.0
gtx 680,2024.0,1536.0,192.3,1058.0,195.0,3.0,28.0,294.0
gtx 680m,2024.0,1344.0,115.2,758.0,100.0,3.0,28.0,294.0
gtx 680mx mac edition,2024.0,1536.0,160.0,719.0,122.0,3.0,28.0,294.0
gtx 690,2024.0,1536.0,192.3,1019.0,300.0,3.0,28.0,294.0
nvs 310,2024.0,48.0,14.0,1250.0,20.0,292.0,40.0,79.0
nvs 510,2024.0,192.0,28.51,1250.0,35.0,1.0,28.0,118.0
nvs 5200m,2024.0,96.0,25.12,1250.0,25.0,585.0,40.0,116.0
nvs 5200m,2024.0,96.0,14.4,1250.0,25.0,585.0,28.0,116.0
nvs 5400m,2024.0,96.0,28.8,1250.0,35.0,585.0,40.0,116.0
playstation 3 gpu 40nm,2024.0,480.0,20.8,1250.0,35.0,302.0,40.0,114.0
quadro 410,2024.0,192.0,14.26,1250.0,38.0,1.0,28.0,118.0
quadro 7000,2024.0,512.0,163.4,1250.0,204.0,3.0,40.0,520.0
quadro k1000m,2024.0,192.0,28.8,1250.0,45.0,1.0,28.0,118.0
quadro k2000m,2024.0,384.0,28.8,745.0,55.0,1.0,28.0,118.0
quadro k2000m embedded,2024.0,384.0,57.6,1058.0,45.0,1.0,28.0,118.0
quadro k3000m,2024.0,576.0,89.6,654.0,75.0,3.0,28.0,294.0
quadro k4000m,2024.0,960.0,89.6,601.0,100.0,3.0,28.0,294.0
quadro k5000,2024.0,1536.0,172.8,706.0,122.0,3.0,28.0,294.0
quadro k5000 mac edition,2024.0,1536.0,172.8,706.0,122.0,3.0,28.0,294.0
quadro k5000m,2024.0,1344.0,96.0,601.0,100.0,3.0,28.0,294.0
quadro k500m,2024.0,192.0,12.8,709.0,35.0,1.0,28.0,118.0
tesla k10,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
tesla k20c,2024.0,2496.0,208.0,1250.0,225.0,7.0,28.0,561.0
tesla k20x,2024.0,2688.0,249.6,1250.0,235.0,7.0,28.0,561.0
tesla k20xm,2024.0,2688.0,249.6,1250.0,235.0,7.0,28.0,561.0
505 oem,2024.0,24.0,22.4,1250.0,25.0,486.0,40.0,100.0
505 oem,2024.0,16.0,9.6,1250.0,25.0,260.0,40.0,57.0
705a,2024.0,48.0,14.4,1250.0,15.0,292.0,40.0,79.0
705m,2024.0,48.0,14.4,1250.0,15.0,585.0,28.0,116.0
710a,2024.0,96.0,14.4,1250.0,33.0,585.0,28.0,116.0
710m,2024.0,192.0,14.4,758.0,15.0,1.0,28.0,87.0
710m,2024.0,96.0,14.4,1250.0,15.0,585.0,28.0,116.0
820m,2024.0,96.0,14.4,1250.0,15.0,585.0,28.0,116.0
gt 625 oem,2024.0,48.0,13.2,1250.0,29.0,292.0,40.0,79.0
gt 630 rev 2,2024.0,384.0,14.4,1250.0,25.0,1.0,28.0,87.0
gt 630 rev 2 pcie x8,2024.0,384.0,14.4,1250.0,25.0,1.0,28.0,87.0
gt 635 oem,2024.0,384.0,14.4,1250.0,35.0,1.0,28.0,87.0
gt 640 rev 2,2024.0,384.0,40.06,1250.0,49.0,1.0,28.0,87.0
gt 640m mac edition,2024.0,384.0,40.0,745.0,32.0,1.0,28.0,118.0
gt 710m,2024.0,96.0,14.4,1250.0,15.0,585.0,28.0,116.0
gt 720m,2024.0,192.0,12.8,758.0,33.0,1.0,28.0,87.0
gt 720m,2024.0,96.0,12.8,1250.0,33.0,585.0,28.0,116.0
gt 730m,2024.0,384.0,28.8,725.0,33.0,1.0,28.0,118.0
gt 735m,2024.0,384.0,14.4,628.0,33.0,1.0,28.0,87.0
gt 740a,2024.0,384.0,14.4,1033.0,33.0,1.0,28.0,87.0
gt 740m,2024.0,384.0,28.83,895.0,45.0,1.0,28.0,118.0
gt 740m,2024.0,384.0,14.4,1033.0,33.0,1.0,28.0,87.0
gt 745a,2024.0,384.0,28.8,915.0,33.0,1.0,28.0,118.0
gt 745m,2024.0,384.0,64.0,1250.0,45.0,1.0,28.0,118.0
gt 745m,2024.0,384.0,28.8,915.0,45.0,1.0,28.0,118.0
gt 750m,2024.0,384.0,64.19,967.0,50.0,1.0,28.0,118.0
gt 750m mac edition,2024.0,384.0,80.26,926.0,50.0,1.0,28.0,118.0
gt 755m,2024.0,384.0,86.4,1020.0,50.0,1.0,28.0,118.0
gt 755m mac edition,2024.0,384.0,80.0,1085.0,50.0,1.0,28.0,118.0
gtx 645 oem,2024.0,576.0,64.0,1250.0,65.0,2.0,28.0,221.0
gtx 650,2024.0,384.0,80.0,1250.0,65.0,2.0,28.0,221.0
gtx 650 ti boost,2024.0,768.0,144.2,1032.0,134.0,2.0,28.0,221.0
gtx 650 ti oem,2024.0,768.0,86.4,1250.0,110.0,2.0,28.0,221.0
gtx 660m mac edition,2024.0,384.0,80.0,950.0,50.0,1.0,28.0,118.0
gtx 675mx mac edition,2024.0,1344.0,160.0,719.0,100.0,3.0,28.0,294.0
gtx 680 mac edition,2024.0,1536.0,192.3,1058.0,195.0,3.0,28.0,294.0
gtx 760,2024.0,1152.0,192.3,1032.0,170.0,3.0,28.0,294.0
gtx 760 oem,2024.0,1152.0,134.4,888.0,130.0,3.0,28.0,294.0
gtx 760 oem rebrand,2024.0,1152.0,179.2,888.0,130.0,3.0,28.0,294.0
gtx 760 ti oem,2024.0,1344.0,192.3,980.0,170.0,3.0,28.0,294.0
gtx 760 ti oem rebrand,2024.0,1344.0,192.3,980.0,170.0,3.0,28.0,294.0
gtx 760 x2,2024.0,1152.0,192.3,1072.0,250.0,3.0,28.0,294.0
gtx 760m,2024.0,768.0,64.13,719.0,55.0,2.0,28.0,221.0
gtx 765m,2024.0,768.0,64.13,863.0,75.0,2.0,28.0,221.0
gtx 770,2024.0,1536.0,224.4,1085.0,230.0,3.0,28.0,294.0
gtx 770m,2024.0,960.0,96.19,797.0,75.0,2.0,28.0,221.0
gtx 775m mac edition,2024.0,1344.0,160.0,797.0,100.0,3.0,28.0,294.0
gtx 780,2024.0,2304.0,288.4,902.0,250.0,7.0,28.0,561.0
gtx 780 6 gb,2024.0,2304.0,288.4,902.0,250.0,7.0,28.0,561.0
gtx 780 rev 2,2024.0,2304.0,288.4,902.0,250.0,7.0,28.0,561.0
gtx 780 ti,2024.0,2880.0,336.6,928.0,250.0,7.0,28.0,561.0
gtx 780m,2024.0,1536.0,160.0,797.0,122.0,3.0,28.0,294.0
gtx 780m mac edition,2024.0,1536.0,160.0,784.0,122.0,3.0,28.0,294.0
gtx titan,2024.0,2688.0,288.4,876.0,250.0,7.0,28.0,561.0
grid k1,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k100,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k140q,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k160q,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k180q,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k2,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k200,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k240q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k260q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k280q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k340,2024.0,384.0,80.0,1250.0,225.0,1.0,28.0,118.0
grid k520,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
nvs 315,2024.0,48.0,14.0,1250.0,19.0,292.0,40.0,79.0
playstation 3 gpu 28nm,2024.0,480.0,20.8,1250.0,21.0,302.0,28.0,68.0
quadro k1100m,2024.0,384.0,44.8,706.0,45.0,1.0,28.0,118.0
quadro k2000,2024.0,384.0,64.0,1250.0,51.0,1.0,28.0,118.0
quadro k2000d,2024.0,384.0,64.0,1250.0,51.0,1.0,28.0,118.0
quadro k2100m,2024.0,576.0,48.13,667.0,55.0,2.0,28.0,221.0
quadro k3100m,2024.0,768.0,102.4,706.0,75.0,3.0,28.0,294.0
quadro k4000,2024.0,768.0,134.8,1250.0,80.0,2.0,28.0,221.0
quadro k4100m,2024.0,1152.0,102.4,706.0,100.0,3.0,28.0,294.0
quadro k5000 sync,2024.0,1536.0,172.8,1250.0,122.0,3.0,28.0,294.0
quadro k5100m,2024.0,1536.0,115.2,771.0,100.0,3.0,28.0,294.0
quadro k510m,2024.0,192.0,19.2,889.0,30.0,1.0,28.0,87.0
quadro k600,2024.0,192.0,28.51,1250.0,41.0,1.0,28.0,118.0
quadro k6000,2024.0,2880.0,288.4,902.0,225.0,7.0,28.0,561.0
quadro k6000 sdi,2024.0,2880.0,288.4,1250.0,239.0,7.0,28.0,561.0
quadro k610m,2024.0,192.0,20.8,954.0,30.0,1.0,28.0,87.0
tegra 4 gpu,2024.0,480.0,7.464,1250.0,20.0,11.0,28.0,85.0
tegra 4i gpu,2024.0,480.0,7.464,1250.0,20.0,11.0,28.0,85.0
tesla k20m,2024.0,2496.0,208.0,1250.0,225.0,7.0,28.0,561.0
tesla k20s,2024.0,2496.0,208.0,1250.0,225.0,7.0,28.0,561.0
tesla k40c,2024.0,2880.0,288.4,876.0,245.0,7.0,28.0,561.0
tesla k40d,2024.0,2880.0,288.4,876.0,245.0,7.0,28.0,561.0
tesla k40m,2024.0,2880.0,288.4,876.0,245.0,7.0,28.0,561.0
tesla k40s,2024.0,2880.0,288.4,876.0,245.0,7.0,28.0,561.0
tesla k40st,2024.0,2880.0,288.4,1250.0,245.0,7.0,28.0,561.0
tesla k40t,2024.0,2880.0,288.4,876.0,245.0,7.0,28.0,561.0
705a,2024.0,48.0,14.4,1250.0,15.0,292.0,40.0,79.0
710a,2024.0,192.0,16.02,758.0,15.0,1.0,28.0,87.0
720a,2024.0,96.0,16.02,1250.0,33.0,585.0,28.0,116.0
800a,2024.0,48.0,14.4,1250.0,15.0,292.0,40.0,79.0
800a,2024.0,48.0,14.4,1250.0,15.0,292.0,40.0,79.0
800m,2024.0,48.0,14.4,1250.0,15.0,585.0,28.0,116.0
805a,2024.0,192.0,16.02,758.0,15.0,1.0,28.0,87.0
810a,2024.0,192.0,14.4,758.0,15.0,1.0,28.0,87.0
810m,2024.0,48.0,14.4,888.0,15.0,585.0,28.0,116.0
820a,2024.0,96.0,16.02,1250.0,15.0,585.0,28.0,116.0
825m,2024.0,384.0,14.4,941.0,33.0,1.0,28.0,87.0
830a,2024.0,256.0,16.02,1150.0,33.0,1.0,28.0,77.0
830m,2024.0,256.0,14.4,1150.0,33.0,1.0,28.0,77.0
840a,2024.0,384.0,16.02,1124.0,33.0,1.0,28.0,77.0
840m,2024.0,384.0,16.02,1124.0,33.0,1.0,28.0,77.0
gt 705 oem,2024.0,48.0,13.2,1250.0,29.0,292.0,40.0,79.0
gt 710,2024.0,192.0,14.4,1250.0,19.0,1.0,28.0,87.0
gt 710,2024.0,192.0,14.4,1250.0,19.0,1.0,28.0,87.0
gt 710 pcie x1,2024.0,192.0,12.8,1250.0,19.0,1.0,28.0,87.0
gt 720,2024.0,384.0,14.4,1250.0,19.0,1.0,28.0,87.0
gt 720,2024.0,192.0,12.8,1250.0,19.0,1.0,28.0,87.0
gt 720a,2024.0,96.0,16.02,1250.0,33.0,585.0,28.0,116.0
gt 730,2024.0,96.0,28.8,1250.0,49.0,585.0,40.0,116.0
gt 730,2024.0,384.0,40.1,1250.0,38.0,1.0,28.0,87.0
gt 730,2024.0,96.0,25.6,1250.0,49.0,585.0,40.0,116.0
gt 730a,2024.0,384.0,16.02,758.0,33.0,1.0,28.0,87.0
gt 730m,2024.0,384.0,14.4,758.0,33.0,1.0,28.0,87.0
gt 740,2024.0,384.0,80.19,1250.0,64.0,1.0,28.0,118.0
gtx 660 rev 2,2024.0,960.0,144.2,1032.0,140.0,3.0,28.0,294.0
gtx 745 oem,2024.0,384.0,28.8,1250.0,55.0,1.0,28.0,148.0
gtx 750,2024.0,512.0,80.19,1085.0,55.0,1.0,28.0,148.0
gtx 750 ti,2024.0,640.0,86.4,1085.0,60.0,1.0,28.0,148.0
gtx 760a,2024.0,768.0,64.13,719.0,55.0,2.0,28.0,221.0
gtx 850a,2024.0,640.0,28.8,902.0,45.0,1.0,28.0,148.0
gtx 850m,2024.0,640.0,32.03,1250.0,45.0,1.0,28.0,148.0
gtx 860m,2024.0,640.0,80.19,1020.0,75.0,1.0,28.0,148.0
gtx 860m,2024.0,1152.0,80.0,915.0,75.0,3.0,28.0,294.0
gtx 870m,2024.0,1344.0,120.0,967.0,100.0,3.0,28.0,294.0
gtx 880m,2024.0,1536.0,160.0,993.0,122.0,3.0,28.0,294.0
gtx 970,2024.0,1664.0,224.4,1178.0,148.0,5.0,28.0,398.0
gtx 970m,2024.0,1280.0,120.3,1038.0,50.0,5.0,28.0,398.0
gtx 970m,2024.0,1280.0,120.3,1038.0,50.0,5.0,28.0,398.0
gtx 980,2024.0,2048.0,224.4,1216.0,165.0,5.0,28.0,398.0
gtx 980m,2024.0,1536.0,160.4,1127.0,50.0,5.0,28.0,398.0
gtx 980m,2024.0,1536.0,160.4,1127.0,50.0,5.0,28.0,398.0
gtx titan black,2024.0,2880.0,336.0,980.0,250.0,7.0,28.0,561.0
gtx titan z,2024.0,2880.0,336.0,876.0,375.0,7.0,28.0,561.0
grid k120q,2024.0,192.0,28.51,1250.0,130.0,1.0,28.0,118.0
grid k220q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k500,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k520q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k540q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
grid k560q,2024.0,1536.0,160.0,1250.0,225.0,3.0,28.0,294.0
jetson tk1,2024.0,192.0,7.472,951.0,8.0,29.0,28.0,154.0
quadro k100m,2024.0,192.0,14.4,851.0,35.0,1.0,28.0,118.0
quadro k200m,2024.0,192.0,14.4,745.0,35.0,1.0,28.0,118.0
quadro k2200,2024.0,640.0,80.19,1124.0,68.0,1.0,28.0,148.0
quadro k2200m,2024.0,640.0,80.19,1150.0,65.0,1.0,28.0,148.0
quadro k420,2024.0,192.0,28.51,1250.0,41.0,1.0,28.0,118.0
quadro k4200,2024.0,1344.0,172.8,784.0,108.0,3.0,28.0,294.0
quadro k5200,2024.0,2304.0,192.3,771.0,150.0,7.0,28.0,561.0
quadro k620,2024.0,384.0,28.8,1124.0,45.0,1.0,28.0,148.0
tesla k8,2024.0,1536.0,160.0,811.0,100.0,3.0,28.0,294.0
tesla k80,2024.0,2496.0,240.6,824.0,300.0,7.0,28.0,561.0
810m,2024.0,384.0,14.4,950.0,45.0,1.0,28.0,118.0
820m,2024.0,384.0,28.83,1250.0,45.0,1.0,28.0,118.0
845m,2024.0,512.0,16.02,863.0,45.0,1.0,28.0,148.0
845m,2024.0,384.0,40.1,1150.0,33.0,1.0,28.0,77.0
910m,2024.0,384.0,16.02,641.0,33.0,1.0,28.0,87.0
920a,2024.0,384.0,16.02,954.0,33.0,1.0,28.0,87.0
920m,2024.0,384.0,14.4,954.0,33.0,1.0,28.0,87.0
930a,2024.0,384.0,16.02,941.0,33.0,1.0,28.0,77.0
930m,2024.0,384.0,12.8,549.0,33.0,1.0,28.0,77.0
930m,2024.0,384.0,14.4,941.0,33.0,1.0,28.0,77.0
940a,2024.0,384.0,16.02,1176.0,33.0,1.0,28.0,77.0
940a,2024.0,384.0,16.02,1124.0,33.0,1.0,28.0,77.0
940m,2024.0,384.0,14.4,1176.0,33.0,1.0,28.0,77.0
940m,2024.0,512.0,14.4,1098.0,75.0,1.0,28.0,148.0
945a,2024.0,384.0,40.1,1189.0,33.0,1.0,28.0,77.0
945m,2024.0,640.0,28.8,1020.0,75.0,1.0,28.0,148.0
gt 710 oem,2024.0,192.0,14.4,1250.0,50.0,1.0,28.0,87.0
gt 730 oem,2024.0,384.0,40.1,1250.0,64.0,1.0,28.0,118.0
gt 740 oem,2024.0,384.0,80.19,1033.0,65.0,2.0,28.0,221.0
gt 740 oem,2024.0,384.0,80.19,1250.0,65.0,2.0,28.0,221.0
gtx 750 gm206,2024.0,512.0,80.19,1239.0,60.0,2.0,28.0,228.0
gtx 860m oem,2024.0,640.0,80.19,1176.0,75.0,1.0,28.0,148.0
gtx 950,2024.0,768.0,105.8,1188.0,90.0,2.0,28.0,228.0
gtx 950a,2024.0,640.0,32.03,1124.0,75.0,1.0,28.0,148.0
gtx 950m,2024.0,640.0,28.8,1124.0,75.0,1.0,28.0,148.0
gtx 950m mac edition,2024.0,640.0,28.8,1124.0,75.0,1.0,28.0,148.0
gtx 960,2024.0,1024.0,112.2,1178.0,120.0,2.0,28.0,228.0
gtx 960 oem,2024.0,1024.0,112.2,1201.0,50.0,2.0,28.0,228.0
gtx 960 oem,2024.0,1280.0,120.3,1038.0,50.0,5.0,28.0,398.0
gtx 960a,2024.0,640.0,80.19,1176.0,75.0,1.0,28.0,148.0
gtx 960m,2024.0,640.0,80.19,1176.0,75.0,1.0,28.0,148.0
gtx 965m,2024.0,1024.0,80.19,950.0,50.0,5.0,28.0,398.0
gtx 965m,2024.0,1024.0,80.19,950.0,50.0,5.0,28.0,398.0
gtx 965m 4 gb,2024.0,1024.0,80.19,1150.0,50.0,5.0,28.0,398.0
gtx 980 mobile,2024.0,2048.0,224.4,1140.0,50.0,5.0,28.0,398.0
gtx 980 ti,2024.0,2816.0,336.6,1076.0,250.0,8.0,28.0,601.0
gtx titan x,2024.0,3072.0,336.6,1089.0,250.0,8.0,28.0,601.0
grid m60 1q,2024.0,2048.0,160.4,1178.0,225.0,5.0,28.0,398.0
grid m60 2q,2024.0,2048.0,160.4,1178.0,225.0,5.0,28.0,398.0
grid m60 4a,2024.0,2048.0,160.4,1178.0,225.0,5.0,28.0,398.0
grid m60 8q,2024.0,2048.0,160.4,1178.0,225.0,5.0,28.0,398.0
grid m6 8q,2024.0,1536.0,160.4,1250.0,100.0,5.0,28.0,398.0
jetson tx1,2024.0,256.0,9.6,1250.0,6.0,2.0,20.0,118.0
nvs 810,2024.0,512.0,14.4,1033.0,68.0,1.0,28.0,148.0
